STATISTIC,Statistic Label,TLIST(Q1),Quarter,C02479V04377,Garda Region,C02480V03003,Type of Offence,UNIT,VALUE
CJQ05,Recorded crime incidents,20204,2020Q4,40,40 Southern Region,132,Trespass offences (132),Number,85
CJQ05,Recorded crime incidents,20204,2020Q4,40,40 Southern Region,133,Liquor licensing offences (133),Number,14
CJQ05,Recorded crime incidents,20204,2020Q4,40,40 Southern Region,134,Prostitution offences (134),Number,0
CJQ05,Recorded crime incidents,20204,2020Q4,40,40 Southern Region,135,"Regulated betting/money, collection/trading offences (135)",Number,1
CJQ05,Recorded crime incidents,20204,2020Q4,40,40 Southern Region,136,Social code offences (n.e.c.) (136),Number,232
CJQ05,Recorded crime incidents,20204,2020Q4,40,40 Southern Region,15,"Offences against government, justice procedures and organisation of crime (15)",Number,649
CJQ05,Recorded crime incidents,20204,2020Q4,40,40 Southern Region,151,Offences against government and its agents (151),Number,14
CJQ05,Recorded crime incidents,20204,2020Q4,40,40 Southern Region,152,Organisation of crime and conspiracy to commit crime (152),Number,2
CJQ05,Recorded crime incidents,20204,2020Q4,40,40 Southern Region,153,Perverting the course of justice (153),Number,1
CJQ05,Recorded crime incidents,20204,2020Q4,40,40 Southern Region,157,"Offences while in custody, breach of court orders (157)",Number,632
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,1,Homicide & related offences (01),Number,5
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,111,Murder (0111),Number,4
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,112,Manslaughter (0112),Number,1
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,113,Infanticide (0113),Number,0
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,12,Dangerous driving leading to death (012),Number,0
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,2,Sexual offences (02),Number,267
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,21,Rape and sexual assault (021),Number,227
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,22,Other sexual offences (022),Number,40
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,3,"Attempts/threats to murder, assaults, harassments and related offences (03)",Number,1462
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,311,Murder-attempt (0311),Number,4
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,313,Threat to kill or cause serious harm  (0313 ),Number,162
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,33,Harassment and related offences (033),Number,127
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,34,"Assault causing harm, poisoning (034)",Number,368
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,35,Other assault (035),Number,801
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,4,Dangerous or negligent acts (04),Number,543
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,411,Dangerous driving causing serious bodily harm (0411),Number,1
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,0412_13,"Driving/In charge of a vehicle while intoxicated – alcohol and/or drugs (0412, 0413)",Number,470
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,412,Driving/in charge of a vehicle while over legal alcohol limit (0412),Number,259
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,413,Driving/in charge of a vehicle under the influence of drugs (0413),Number,211
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,421,Endangerment with potential for serious harm/death (0421),Number,19
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,422,"Abandoning a child, child neglect and cruelty (0422)",Number,30
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,423,Unseaworthy/dangerous use of boat or ship (0423),Number,0
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,424,False alarm/interference with aircraft or air transport facilities (0424),Number,0
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,425,Endangering traffic offences (0425),Number,23
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,5,Kidnapping and related offences (05),Number,7
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,511,False imprisonment (0511),Number,4
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,512,Abduction of person under 16 years of age (0512),Number,2
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,513,Human trafficking offences (0513),Number,1
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,6,"Robbery, extortion and hijacking offences (06)",Number,300
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,611,Robbery of an establishment or institution (0611),Number,78
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,612,Robbery of cash or goods in transit (0612),Number,1
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,613,Robbery from the person (0613),Number,143
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,621,Blackmail or extortion (0621),Number,37
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,631,"Carjacking, hijacking/unlawful seizure of aircraft/vessel (0631)",Number,41
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,7,Burglary and related offences (07),Number,840
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,711,Aggravated burglary (0711),Number,21
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,712,Burglary (not aggravated) (0712),Number,778
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,713,"Possession of an article (with intent to burgle, steal, demand) (0713)",Number,41
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,8,Theft and related offences (08),Number,5313
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,81,Theft/taking of vehicle and related offences (081),Number,511
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,821,Theft from person (0821),Number,170
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,822,Theft from shop (0822),Number,2059
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,84,"Other thefts, handling stolen property (084)",Number,2573
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,9,"Fraud, deception and related offences (09)",Number,1416
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,10,Controlled drug offences (10),Number,2299
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,1011,Importation of drugs (1011),Number,1
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,1012,Cultivation or manufacture of drugs (1012),Number,11
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,1021,Possession of drugs for sale or supply (1021),Number,679
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,1022,Possession of drugs for personal use (1022),Number,1478
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,103,Other drug offences (103),Number,130
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,11,Weapons and explosives offences (11),Number,268
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,111,"Explosives, chemical weapons offences (111)",Number,3
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,1121,Discharging a firearm (1121),Number,4
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,1122,Possession of a firearm (1122),Number,14
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,113,Offensive weapons offences (n.e.c.) (113),Number,245
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,114,Fireworks offences (114),Number,2
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,12,Damage to property and to the environment  offences (12),Number,1828
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,1211,Arson (1211),Number,111
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,1212,Criminal damage (not arson) (1212),Number,1710
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,1221,Litter offences (1221),Number,7
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,13,Public order and other social code offences (13),Number,2478
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,131,Disorderly conduct (131),Number,2019
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,132,Trespass offences (132),Number,303
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,133,Liquor licensing offences (133),Number,3
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,134,Prostitution offences (134),Number,4
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,135,"Regulated betting/money, collection/trading offences (135)",Number,3
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,136,Social code offences (n.e.c.) (136),Number,146
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,15,"Offences against government, justice procedures and organisation of crime (15)",Number,1294
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,151,Offences against government and its agents (151),Number,28
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,152,Organisation of crime and conspiracy to commit crime (152),Number,4
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,153,Perverting the course of justice (153),Number,3
CJQ05,Recorded crime incidents,20211,2021Q1,10,10 Dublin Metropolitan Region,157,"Offences while in custody, breach of court orders (157)",Number,1259
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,1,Homicide & related offences (01),Number,2
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,111,Murder (0111),Number,0
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,112,Manslaughter (0112),Number,0
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,113,Infanticide (0113),Number,0
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,12,Dangerous driving leading to death (012),Number,2
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,2,Sexual offences (02),Number,166
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,21,Rape and sexual assault (021),Number,135
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,22,Other sexual offences (022),Number,31
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,3,"Attempts/threats to murder, assaults, harassments and related offences (03)",Number,797
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,311,Murder-attempt (0311),Number,0
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,313,Threat to kill or cause serious harm  (0313 ),Number,71
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,33,Harassment and related offences (033),Number,135
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,34,"Assault causing harm, poisoning (034)",Number,152
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,35,Other assault (035),Number,439
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,4,Dangerous or negligent acts (04),Number,449
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,411,Dangerous driving causing serious bodily harm (0411),Number,0
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,0412_13,"Driving/In charge of a vehicle while intoxicated – alcohol and/or drugs (0412, 0413)",Number,408
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,412,Driving/in charge of a vehicle while over legal alcohol limit (0412),Number,252
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,413,Driving/in charge of a vehicle under the influence of drugs (0413),Number,156
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,421,Endangerment with potential for serious harm/death (0421),Number,17
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,422,"Abandoning a child, child neglect and cruelty (0422)",Number,17
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,423,Unseaworthy/dangerous use of boat or ship (0423),Number,1
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,424,False alarm/interference with aircraft or air transport facilities (0424),Number,0
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,425,Endangering traffic offences (0425),Number,6
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,5,Kidnapping and related offences (05),Number,8
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,511,False imprisonment (0511),Number,5
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,512,Abduction of person under 16 years of age (0512),Number,2
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,513,Human trafficking offences (0513),Number,1
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,6,"Robbery, extortion and hijacking offences (06)",Number,39
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,611,Robbery of an establishment or institution (0611),Number,7
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,612,Robbery of cash or goods in transit (0612),Number,0
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,613,Robbery from the person (0613),Number,15
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,621,Blackmail or extortion (0621),Number,15
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,631,"Carjacking, hijacking/unlawful seizure of aircraft/vessel (0631)",Number,2
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,7,Burglary and related offences (07),Number,286
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,711,Aggravated burglary (0711),Number,9
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,712,Burglary (not aggravated) (0712),Number,273
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,713,"Possession of an article (with intent to burgle, steal, demand) (0713)",Number,4
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,8,Theft and related offences (08),Number,1089
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,81,Theft/taking of vehicle and related offences (081),Number,88
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,821,Theft from person (0821),Number,10
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,822,Theft from shop (0822),Number,423
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,84,"Other thefts, handling stolen property (084)",Number,568
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,9,"Fraud, deception and related offences (09)",Number,676
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,10,Controlled drug offences (10),Number,917
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,1011,Importation of drugs (1011),Number,1
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,1012,Cultivation or manufacture of drugs (1012),Number,16
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,1021,Possession of drugs for sale or supply (1021),Number,214
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,1022,Possession of drugs for personal use (1022),Number,662
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,103,Other drug offences (103),Number,24
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,11,Weapons and explosives offences (11),Number,87
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,111,"Explosives, chemical weapons offences (111)",Number,1
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,1121,Discharging a firearm (1121),Number,6
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,1122,Possession of a firearm (1122),Number,7
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,113,Offensive weapons offences (n.e.c.) (113),Number,70
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,114,Fireworks offences (114),Number,3
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,12,Damage to property and to the environment  offences (12),Number,773
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,1211,Arson (1211),Number,53
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,1212,Criminal damage (not arson) (1212),Number,697
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,1221,Litter offences (1221),Number,23
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,13,Public order and other social code offences (13),Number,1140
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,131,Disorderly conduct (131),Number,996
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,132,Trespass offences (132),Number,101
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,133,Liquor licensing offences (133),Number,10
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,134,Prostitution offences (134),Number,7
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,135,"Regulated betting/money, collection/trading offences (135)",Number,3
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,136,Social code offences (n.e.c.) (136),Number,23
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,15,"Offences against government, justice procedures and organisation of crime (15)",Number,358
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,151,Offences against government and its agents (151),Number,25
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,152,Organisation of crime and conspiracy to commit crime (152),Number,1
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,153,Perverting the course of justice (153),Number,2
CJQ05,Recorded crime incidents,20211,2021Q1,20,20 North Western Region,157,"Offences while in custody, breach of court orders (157)",Number,330
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,1,Homicide & related offences (01),Number,3
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,111,Murder (0111),Number,1
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,112,Manslaughter (0112),Number,0
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,113,Infanticide (0113),Number,0
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,12,Dangerous driving leading to death (012),Number,2
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,2,Sexual offences (02),Number,233
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,21,Rape and sexual assault (021),Number,199
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,22,Other sexual offences (022),Number,34
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,3,"Attempts/threats to murder, assaults, harassments and related offences (03)",Number,850
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,311,Murder-attempt (0311),Number,0
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,313,Threat to kill or cause serious harm  (0313 ),Number,83
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,33,Harassment and related offences (033),Number,103
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,34,"Assault causing harm, poisoning (034)",Number,159
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,35,Other assault (035),Number,505
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,4,Dangerous or negligent acts (04),Number,472
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,411,Dangerous driving causing serious bodily harm (0411),Number,3
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,0412_13,"Driving/In charge of a vehicle while intoxicated – alcohol and/or drugs (0412, 0413)",Number,436
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,412,Driving/in charge of a vehicle while over legal alcohol limit (0412),Number,272
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,413,Driving/in charge of a vehicle under the influence of drugs (0413),Number,164
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,421,Endangerment with potential for serious harm/death (0421),Number,7
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,422,"Abandoning a child, child neglect and cruelty (0422)",Number,11
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,423,Unseaworthy/dangerous use of boat or ship (0423),Number,0
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,424,False alarm/interference with aircraft or air transport facilities (0424),Number,0
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,425,Endangering traffic offences (0425),Number,15
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,5,Kidnapping and related offences (05),Number,10
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,511,False imprisonment (0511),Number,6
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,512,Abduction of person under 16 years of age (0512),Number,1
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,513,Human trafficking offences (0513),Number,3
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,6,"Robbery, extortion and hijacking offences (06)",Number,47
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,611,Robbery of an establishment or institution (0611),Number,8
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,612,Robbery of cash or goods in transit (0612),Number,0
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,613,Robbery from the person (0613),Number,16
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,621,Blackmail or extortion (0621),Number,22
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,631,"Carjacking, hijacking/unlawful seizure of aircraft/vessel (0631)",Number,1
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,7,Burglary and related offences (07),Number,505
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,711,Aggravated burglary (0711),Number,16
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,712,Burglary (not aggravated) (0712),Number,486
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,713,"Possession of an article (with intent to burgle, steal, demand) (0713)",Number,3
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,8,Theft and related offences (08),Number,1723
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,81,Theft/taking of vehicle and related offences (081),Number,137
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,821,Theft from person (0821),Number,10
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,822,Theft from shop (0822),Number,732
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,84,"Other thefts, handling stolen property (084)",Number,844
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,9,"Fraud, deception and related offences (09)",Number,744
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,10,Controlled drug offences (10),Number,1373
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,1011,Importation of drugs (1011),Number,1
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,1012,Cultivation or manufacture of drugs (1012),Number,16
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,1021,Possession of drugs for sale or supply (1021),Number,341
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,1022,Possession of drugs for personal use (1022),Number,980
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,103,Other drug offences (103),Number,35
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,11,Weapons and explosives offences (11),Number,102
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,111,"Explosives, chemical weapons offences (111)",Number,3
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,1121,Discharging a firearm (1121),Number,1
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,1122,Possession of a firearm (1122),Number,11
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,113,Offensive weapons offences (n.e.c.) (113),Number,83
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,114,Fireworks offences (114),Number,4
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,12,Damage to property and to the environment  offences (12),Number,840
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,1211,Arson (1211),Number,65
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,1212,Criminal damage (not arson) (1212),Number,765
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,1221,Litter offences (1221),Number,10
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,13,Public order and other social code offences (13),Number,939
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,131,Disorderly conduct (131),Number,809
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,132,Trespass offences (132),Number,93
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,133,Liquor licensing offences (133),Number,4
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,134,Prostitution offences (134),Number,1
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,135,"Regulated betting/money, collection/trading offences (135)",Number,0
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,136,Social code offences (n.e.c.) (136),Number,32
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,15,"Offences against government, justice procedures and organisation of crime (15)",Number,375
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,151,Offences against government and its agents (151),Number,8
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,152,Organisation of crime and conspiracy to commit crime (152),Number,0
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,153,Perverting the course of justice (153),Number,1
CJQ05,Recorded crime incidents,20211,2021Q1,30,30 Eastern Region,157,"Offences while in custody, breach of court orders (157)",Number,366
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,1,Homicide & related offences (01),Number,7
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,111,Murder (0111),Number,5
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,112,Manslaughter (0112),Number,1
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,113,Infanticide (0113),Number,0
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,12,Dangerous driving leading to death (012),Number,1
CJQ05,Recorded crime incidents,20211,2021Q1,40,40 Southern Region,2,Sexual offences (02),Number,164
